URLs,Subdirectories
https://leetcode.com/articles/friend-requests-i-overall-acceptance-rate/,"['https:', '', 'leetcode.com', 'articles', 'friend-requests-i-overall-acceptance-rate', '']"
https://leetcode.com/articles/merge-two-binary-trees/,"['https:', '', 'leetcode.com', 'articles', 'merge-two-binary-trees', '']"
https://leetcode.com/articles/design-compressed-string-iterator/,"['https:', '', 'leetcode.com', 'articles', 'design-compressed-string-iterator', '']"
https://leetcode.com/articles/valid-triangle-number/,"['https:', '', 'leetcode.com', 'articles', 'valid-triangle-number', '']"
https://leetcode.com/articles/palindrome-permutation-ii/,"['https:', '', 'leetcode.com', 'articles', 'palindrome-permutation-ii', '']"
https://leetcode.com/articles/consecutive-available-seats/,"['https:', '', 'leetcode.com', 'articles', 'consecutive-available-seats', '']"
https://leetcode.com/articles/average-salary-departments-vs-company/,"['https:', '', 'leetcode.com', 'articles', 'average-salary-departments-vs-company', '']"
https://leetcode.com/articles/add-one-row-in-a-tree/,"['https:', '', 'leetcode.com', 'articles', 'add-one-row-in-a-tree', '']"
https://leetcode.com/articles/maximum-distance-in-array/,"['https:', '', 'leetcode.com', 'articles', 'maximum-distance-in-array', '']"
https://leetcode.com/articles/minimum-factorization/,"['https:', '', 'leetcode.com', 'articles', 'minimum-factorization', '']"
https://leetcode.com/articles/shortest-palindrome/,"['https:', '', 'leetcode.com', 'articles', 'shortest-palindrome', '']"
https://leetcode.com/articles/students-report-by-geography/,"['https:', '', 'leetcode.com', 'articles', 'students-report-by-geography', '']"
https://leetcode.com/articles/swap-salary/,"['https:', '', 'leetcode.com', 'articles', 'swap-salary', '']"
https://leetcode.com/articles/shortest-distance-in-a-plane/,"['https:', '', 'leetcode.com', 'articles', 'shortest-distance-in-a-plane', '']"
https://leetcode.com/articles/shortest-distance-in-a-line/,"['https:', '', 'leetcode.com', 'articles', 'shortest-distance-in-a-line', '']"
https://leetcode.com/articles/triangle-judgement/,"['https:', '', 'leetcode.com', 'articles', 'triangle-judgement', '']"
https://leetcode.com/articles/sales-person/,"['https:', '', 'leetcode.com', 'articles', 'sales-person', '']"
https://leetcode.com/articles/employee-bonus/,"['https:', '', 'leetcode.com', 'articles', 'employee-bonus', '']"
https://leetcode.com/articles/number-of-digit-one/,"['https:', '', 'leetcode.com', 'articles', 'number-of-digit-one', '']"
https://leetcode.com/articles/course-schedule-iii/,"['https:', '', 'leetcode.com', 'articles', 'course-schedule-iii', '']"
https://leetcode.com/articles/k-inverse-pairs-array/,"['https:', '', 'leetcode.com', 'articles', 'k-inverse-pairs-array', '']"
https://leetcode.com/articles/maximmum-product-of-three-numbers/,"['https:', '', 'leetcode.com', 'articles', 'maximmum-product-of-three-numbers', '']"
https://leetcode.com/articles/design-excel-sum-formula/,"['https:', '', 'leetcode.com', 'articles', 'design-excel-sum-formula', '']"
https://leetcode.com/articles/biggest-single-number/,"['https:', '', 'leetcode.com', 'articles', 'biggest-single-number', '']"
https://leetcode.com/articles/132-pattern/,"['https:', '', 'leetcode.com', 'articles', '132-pattern', '']"
https://leetcode.com/articles/design-log-storage/,"['https:', '', 'leetcode.com', 'articles', 'design-log-storage', '']"
https://leetcode.com/articles/smallest-range/,"['https:', '', 'leetcode.com', 'articles', 'smallest-range', '']"
https://leetcode.com/articles/sum-of-square-numbers/,"['https:', '', 'leetcode.com', 'articles', 'sum-of-square-numbers', '']"
https://leetcode.com/articles/find-derangements/,"['https:', '', 'leetcode.com', 'articles', 'find-derangements', '']"
https://leetcode.com/articles/exchange-seats/,"['https:', '', 'leetcode.com', 'articles', 'exchange-seats', '']"
https://leetcode.com/articles/solve-the-equation/,"['https:', '', 'leetcode.com', 'articles', 'solve-the-equation', '']"
https://leetcode.com/articles/average-of-levels-in-binary-tree/,"['https:', '', 'leetcode.com', 'articles', 'average-of-levels-in-binary-tree', '']"
https://leetcode.com/articles/decode-ways-ii/,"['https:', '', 'leetcode.com', 'articles', 'decode-ways-ii', '']"
https://leetcode.com/articles/shopping-offers/,"['https:', '', 'leetcode.com', 'articles', 'shopping-offers', '']"
https://leetcode.com/articles/big-countries/,"['https:', '', 'leetcode.com', 'articles', 'big-countries', '']"
https://leetcode.com/articles/tree-node/,"['https:', '', 'leetcode.com', 'articles', 'tree-node', '']"
https://leetcode.com/articles/classes-more-than-5-students/,"['https:', '', 'leetcode.com', 'articles', 'classes-more-than-5-students', '']"
